-0.0522, -0.0389, -0.0337
0.0098, -0.0832, -0.1643
-0.0211, 0.0023, -0.0979
-0.0172, -0.0468, -0.0379
0.0102, -0.0064, -0.0139
-0.1825, 0.1437, -0.0485
0.0000, 0.0000, 0.0000
-0.0174, -0.0068, -0.0176
-0.0196, -0.0044, -0.0186
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
-0.0012, -0.0031, 0.0075
0.0146, -0.1852, 0.1928
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
-0.0042, -0.0015, -0.0040
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
-0.0071, 0.0006, 0.0000
-0.0021, 0.0384, 0.5650
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
